seed,max_neurons,layers,lr,unlock_layers,epoch,n_samples,data_fraction,Hys_score,Hys_mse,Hys_rmse,Hys_mape
17,380,2,0.01,4,100,11523,0.5,0.9978353977203369,0.002109935274347663,0.045934031766737646,0.45643067359924316
18,380,2,0.01,4,100,11523,0.5,0.9887804985046387,0.010936073027551174,0.1045756808610452,2.1857850551605225
19,380,2,0.01,4,100,11523,0.5,0.9972317814826965,0.0026983129791915417,0.051945288325232555,0.4428950250148773
20,380,2,0.01,4,100,11523,0.5,0.9970363974571228,0.002888751681894064,0.05374710859101226,0.5537128448486328
21,380,2,0.01,4,100,11523,0.5,0.996775209903717,0.0031433089170604944,0.056065220208793384,2.084489583969116
22,380,2,0.01,4,100,11523,0.5,0.9958688616752625,0.0040267775766551495,0.06345689542244522,1.1862457990646362
23,380,2,0.01,4,100,11523,0.5,0.9972114562988281,0.0027181038167327642,0.05213543724505208,0.8467971682548523
24,380,2,0.01,4,100,11523,0.5,0.997505784034729,0.002431205241009593,0.04930725343202147,0.5711545944213867
25,380,2,0.01,4,100,11523,0.5,0.9978645443916321,0.002081540646031499,0.045623904326915064,0.45291608572006226
26,380,2,0.01,4,100,11523,0.5,0.9968280792236328,0.0030917758122086525,0.05560373919268966,0.6104286909103394
27,380,2,0.01,4,100,11523,0.5,0.9976690411567688,0.0022720801644027233,0.047666342049739074,0.3248472511768341
28,380,2,0.01,4,100,11523,0.5,0.9957716464996338,0.004121540114283562,0.0641992220691463,0.8110949397087097
29,380,2,0.01,4,100,11523,0.5,0.9976494312286377,0.0022912025451660156,0.047866507551376836,0.5033285617828369
30,380,2,0.01,4,100,11523,0.5,0.9921625256538391,0.0076394714415073395,0.08740406993674459,1.4690537452697754
1,380,2,0.01,4,100,23046,1.0,0.9975830912590027,0.0023558528628200293,0.04853712870391108,0.3740026652812958
2,380,2,0.01,4,100,23046,1.0,0.9970481395721436,0.0028773180674761534,0.05364063820906825,1.2018091678619385
3,380,2,0.01,4,100,23046,1.0,0.9974653124809265,0.002470677951350808,0.049705914651586566,0.3544100224971771
4,380,2,0.01,4,100,23046,1.0,0.9969185590744019,0.003003608202561736,0.05480518408473541,0.5624110102653503
5,380,2,0.01,4,100,23046,1.0,0.9983637928962708,0.0015948849031701684,0.0399360101057951,0.8372291922569275
6,380,2,0.01,4,100,23046,1.0,0.9985364079475403,0.0014265943318605423,0.03777028371432418,0.37596336007118225
7,380,2,0.01,4,100,23046,1.0,0.998002290725708,0.0019472370622679591,0.04412750913282959,0.5474008917808533
8,380,2,0.01,4,100,23046,1.0,0.9901580810546875,0.009593323804438114,0.09794551446818846,0.41418492794036865
9,380,2,0.01,4,100,23046,1.0,0.9977411031723022,0.002201856579631567,0.04692394462991754,0.5005308985710144
10,380,2,0.01,4,100,23046,1.0,0.9982613325119019,0.0016947692492976785,0.04116757521761123,0.5068236589431763
11,380,2,0.01,4,100,23046,1.0,0.9984232187271118,0.0015369312604889274,0.03920371488123195,0.8021221160888672
12,380,2,0.01,4,100,23046,1.0,0.9978286623954773,0.002116492483764887,0.04600535277296422,0.4335838556289673
13,380,2,0.01,4,100,23046,1.0,0.9960507154464722,0.0038495357148349285,0.062044626800674116,0.5341744422912598
14,380,2,0.01,4,100,23046,1.0,0.9976330995559692,0.0023071193136274815,0.048032481859960986,0.6379844546318054
15,380,2,0.01,4,100,23046,1.0,0.9847575426101685,0.014857437461614609,0.12189108852420101,1.4403170347213745
16,380,2,0.01,4,100,23046,1.0,0.9982498288154602,0.0017059518722817302,0.041303170244930715,1.1973010301589966
17,380,2,0.01,4,100,23046,1.0,0.9966204762458801,0.0032941706012934446,0.05739486563529393,0.5142179131507874
18,380,2,0.01,4,100,23046,1.0,0.9985498189926147,0.0014135452220216393,0.037597143801379906,0.9613388180732727
19,380,2,0.01,4,100,23046,1.0,0.991886556148529,0.007908495143055916,0.08892972024613546,1.2302459478378296
20,380,2,0.01,4,100,23046,1.0,0.9980759620666504,0.0018754128832370043,0.04330603749175171,0.39598003029823303
21,380,2,0.01,4,100,23046,1.0,0.9970487356185913,0.0028767345938831568,0.053635199206147795,1.1614173650741577
22,380,2,0.01,4,100,23046,1.0,0.998431921005249,0.0015284637920558453,0.03909557253776756,1.2751445770263672
23,380,2,0.01,4,100,23046,1.0,0.9971004724502563,0.0028262727428227663,0.05316270067277213,0.5839806199073792
24,380,2,0.01,4,100,23046,1.0,0.9981291890144348,0.0018235730240121484,0.042703313969903414,0.8434662818908691
25,380,2,0.01,4,100,23046,1.0,0.9977002739906311,0.002241605194285512,0.04734559318759785,0.8856050968170166
26,380,2,0.01,4,100,23046,1.0,0.9959717392921448,0.003926504869014025,0.0626618294419659,0.5898041725158691
27,380,2,0.01,4,100,23046,1.0,0.9945932030677795,0.0052702100947499275,0.07259621267497311,0.8489767909049988
28,380,2,0.01,4,100,23046,1.0,0.9984667301177979,0.0014945660950616002,0.03865961840294858,0.6961917281150818
29,380,2,0.01,4,100,23046,1.0,0.9966738224029541,0.0032421485520899296,0.05693986786154258,0.4982012212276459
30,380,2,0.01,4,100,23046,1.0,0.9963127374649048,0.003594143781810999,0.05995117831878702,0.8148201107978821
